Loan_ID,Customer_ID,Loan_Type,Loan_Amount,EMI,Interest_Rate,Tenure_Months,Debt_to_Income,Income_Stability,Fraud_Score,Credit_Score,Approval,Default,NPA
LOAN_00000674,CUST_00000713,Personal Loan,641980.96,17254.62,13.1,48,0.5676,0.683,0.212,792,0,0,0
LOAN_00000675,CUST_00000714,Business Loan,340923.42,7751.82,12.97,60,0.0528,0.733,0.25,718,1,0,0
LOAN_00000676,CUST_00000715,Personal Loan,530832.86,25781.2,15.17,24,0.9314,0.622,0.296,652,0,0,0
LOAN_00000677,CUST_00000715,Home Loan,8709726.59,109578.36,8.84,120,4.8901,0.641,0.296,652,0,0,0
LOAN_00000678,CUST_00000716,Personal Loan,517331.62,17701.28,14.08,36,0.0292,0.806,0.326,742,1,0,0
LOAN_00000679,CUST_00000718,Personal Loan,210416.32,5704.65,13.57,48,0.1588,0.875,0.273,664,1,0,0
LOAN_00000680,CUST_00000718,Home Loan,5302073.43,55237.66,9.46,180,1.6967,0.89,0.273,664,0,0,0
LOAN_00000681,CUST_00000718,Two Wheeler Loan,491377.55,16400.68,12.34,36,2.1533,0.528,0.273,664,0,0,0
LOAN_00000682,CUST_00000719,Personal Loan,754895.62,16693.22,11.74,60,0.1925,0.729,0.214,696,1,0,0
LOAN_00000683,CUST_00000721,Personal Loan,219593.8,5077.74,13.72,60,0.279,0.792,0.218,644,1,0,0
LOAN_00000684,CUST_00000721,Personal Loan,717278.79,16865.11,14.47,60,1.2058,0.705,0.218,644,0,0,0
LOAN_00000685,CUST_00000724,Two Wheeler Loan,1594773.73,52619.61,11.54,36,2.3696,0.781,0.33,606,0,0,0
LOAN_00000686,CUST_00000724,Two Wheeler Loan,1125357.4,23805.45,9.81,60,3.4417,0.775,0.33,606,0,0,0
LOAN_00000687,CUST_00000724,Auto Loan,1623469.21,28114.59,11.37,84,4.7077,0.817,0.33,606,0,0,0
LOAN_00000688,CUST_00000725,Auto Loan,1897755.1,42042.1,11.82,60,0.0703,0.723,0.351,736,1,0,0
LOAN_00000689,CUST_00000729,Personal Loan,514503.38,13887.26,13.33,48,0.6779,0.835,0.22,627,0,0,0
LOAN_00000690,CUST_00000730,Home Loan,5979564.81,60399.98,8.93,180,1.2216,0.844,0.25,625,0,0,0
LOAN_00000691,CUST_00000730,Personal Loan,160515.14,7849.35,15.87,24,1.3804,0.633,0.25,625,0,0,0
LOAN_00000692,CUST_00000733,Auto Loan,1587216.78,29090.75,13.25,84,0.679,0.881,0.206,670,0,0,0
LOAN_00000693,CUST_00000736,Home Loan,9320340.45,84157.47,9.05,240,2.1462,0.885,0.249,657,0,0,0
LOAN_00000694,CUST_00000737,Personal Loan,430921.81,11577.67,13.08,48,0.2735,0.732,0.198,645,1,0,0
LOAN_00000695,CUST_00000739,Two Wheeler Loan,461725.39,10032.12,10.97,60,0.2138,0.91,0.358,598,0,0,0
LOAN_00000696,CUST_00000739,Two Wheeler Loan,841453.24,74687.33,11.81,12,1.8053,0.937,0.358,598,0,0,0
LOAN_00000697,CUST_00000740,Auto Loan,1336376.33,30386.15,12.97,60,1.5107,0.597,0.255,643,0,0,0
LOAN_00000698,CUST_00000740,Auto Loan,416895.94,9419.64,12.69,60,1.9791,0.826,0.255,643,0,0,0
LOAN_00000699,CUST_00000743,Home Loan,6766452.04,57062.09,9.06,300,0.1879,0.791,0.196,793,1,0,0
LOAN_00000700,CUST_00000744,Two Wheeler Loan,1051665.55,24160.75,13.43,60,0.4896,0.646,0.2,678,0,0,0
LOAN_00000701,CUST_00000744,Business Loan,224689.57,19931.88,11.7,12,0.8935,0.877,0.2,678,0,0,0
LOAN_00000702,CUST_00000744,Two Wheeler Loan,470391.26,15806.33,12.81,36,1.2138,0.754,0.2,678,0,0,0
LOAN_00000703,CUST_00000745,Business Loan,921020.85,82423.04,13.37,12,4.8536,0.881,0.246,634,0,0,0
LOAN_00000704,CUST_00000747,Business Loan,765354.4,16197.57,9.83,60,0.3248,0.562,0.239,666,1,0,0
LOAN_00000705,CUST_00000747,Two Wheeler Loan,826490.33,27164.03,11.27,36,0.8695,0.687,0.239,666,0,0,0
LOAN_00000706,CUST_00000748,Home Loan,7201182.27,89477.04,8.55,120,2.4751,0.562,0.21,671,0,0,0
LOAN_00000707,CUST_00000749,Personal Loan,637197.82,17345.32,13.79,48,0.7742,0.887,0.546,581,0,0,0
LOAN_00000708,CUST_00000750,Home Loan,5466806.82,46649.43,8.27,240,0.2598,0.744,0.28,760,1,0,0
LOAN_00000709,CUST_00000750,Two Wheeler Loan,419649.5,7023.18,10.26,84,0.2989,0.947,0.28,760,1,0,0
LOAN_00000710,CUST_00000750,Two Wheeler Loan,893646.28,78478.45,9.79,12,0.7359,0.731,0.28,760,0,0,0
LOAN_00000711,CUST_00000752,Personal Loan,590768.7,53500.36,15.64,12,0.3869,0.556,0.276,689,1,0,0
LOAN_00000712,CUST_00000753,Personal Loan,496314.11,16854.57,13.55,36,0.1121,0.465,0.248,715,1,0,0
LOAN_00000713,CUST_00000754,Personal Loan,938746.87,84995.72,15.6,12,2.6556,0.78,0.255,647,0,0,0
LOAN_00000714,CUST_00000755,Home Loan,1736648.94,17121.83,8.52,180,0.7879,0.938,0.27,611,0,0,0
LOAN_00000715,CUST_00000757,Personal Loan,442982.25,21453.48,14.88,24,0.2583,0.963,0.236,694,1,0,0
LOAN_00000716,CUST_00000758,Business Loan,486671.11,8850.86,12.99,84,0.1789,0.87,0.294,640,1,1,1
LOAN_00000717,CUST_00000759,Home Loan,3192833.63,26249.68,8.75,300,1.1127,0.861,0.454,586,0,0,0
LOAN_00000718,CUST_00000759,Gold Loan,984027.31,31627.2,9.73,36,2.4534,0.868,0.454,586,0,0,0
LOAN_00000719,CUST_00000760,Business Loan,1775107.16,157350.97,11.56,12,5.9195,0.645,0.296,624,0,0,0
LOAN_00000720,CUST_00000762,Personal Loan,69985.06,1655.77,14.75,60,0.0617,0.807,0.282,629,1,0,0
LOAN_00000721,CUST_00000764,Two Wheeler Loan,1994013.64,43573.78,11.22,60,0.905,0.971,0.219,657,0,0,0
LOAN_00000722,CUST_00000767,Business Loan,609289.66,13785.36,12.75,60,0.689,0.934,0.201,617,0,0,0
LOAN_00000723,CUST_00000768,Auto Loan,1665403.13,29479.13,12.09,84,0.8678,0.754,0.317,612,0,0,0
LOAN_00000724,CUST_00000768,Personal Loan,551768.84,14549.16,12.07,48,1.2961,0.511,0.317,612,0,0,0
LOAN_00000725,CUST_00000770,Gold Loan,828857.18,18104.15,11.2,60,0.0343,0.944,0.332,737,1,0,0
LOAN_00000726,CUST_00000771,Personal Loan,403244.95,13320.43,11.62,36,0.4308,0.904,0.193,639,0,0,0
LOAN_00000727,CUST_00000771,Home Loan,1584738.5,13562.75,8.31,240,0.8693,0.818,0.193,639,0,0,0
LOAN_00000728,CUST_00000771,Auto Loan,199432.43,17778.16,12.63,12,1.4443,0.801,0.193,639,0,0,0
LOAN_00000729,CUST_00000772,Two Wheeler Loan,1963446.23,41833.46,10.12,60,0.2345,0.809,0.306,710,1,0,0
LOAN_00000730,CUST_00000772,Gold Loan,147152.7,4946.82,12.84,36,0.2622,0.729,0.306,710,1,0,0
LOAN_00000731,CUST_00000776,Business Loan,973889.71,17155.38,11.93,84,0.3839,0.864,0.255,628,1,0,0
LOAN_00000732,CUST_00000777,Personal Loan,469962.9,22342.89,13.0,24,0.6935,0.665,0.286,613,0,0,0
LOAN_00000733,CUST_00000778,Home Loan,1949955.45,24891.57,9.18,120,0.5162,0.886,0.301,649,0,0,0
LOAN_00000734,CUST_00000779,Personal Loan,388384.25,13395.1,14.64,36,0.3904,0.895,0.27,613,0,0,0
LOAN_00000735,CUST_00000782,Personal Loan,721463.42,35201.12,15.64,24,0.8736,0.463,0.185,649,0,0,0
LOAN_00000736,CUST_00000782,Business Loan,1505170.17,48461.68,9.85,36,2.0763,0.77,0.185,649,0,0,0
LOAN_00000737,CUST_00000784,Home Loan,4064129.05,40498.97,8.7,180,0.8162,0.728,0.235,629,0,0,0
LOAN_00000738,CUST_00000784,Personal Loan,924718.63,21574.16,14.12,60,1.251,0.97,0.235,629,0,0,0
LOAN_00000739,CUST_00000785,Personal Loan,172611.87,8281.07,13.92,24,0.0493,0.784,0.243,742,1,0,0
LOAN_00000740,CUST_00000788,Personal Loan,402707.37,19289.51,13.76,24,0.5231,0.804,0.206,657,0,0,0
LOAN_00000741,CUST_00000789,Two Wheeler Loan,426188.57,38012.04,12.73,12,0.9267,0.464,0.169,693,0,0,0
LOAN_00000742,CUST_00000791,Home Loan,6934685.8,68858.88,8.64,180,1.8659,0.906,0.334,608,0,0,0
LOAN_00000743,CUST_00000792,Two Wheeler Loan,1039734.4,23699.75,13.08,60,0.906,0.698,0.466,569,0,0,0
LOAN_00000744,CUST_00000792,Auto Loan,1732063.04,55775.02,9.86,36,3.0382,0.897,0.466,569,0,0,0
LOAN_00000745,CUST_00000793,Personal Loan,354539.21,31518.63,12.11,12,0.3332,0.943,0.618,575,0,0,0
LOAN_00000746,CUST_00000794,Business Loan,1537899.52,135800.19,10.83,12,6.639,0.792,0.202,626,0,0,0
LOAN_00000747,CUST_00000797,Auto Loan,581082.21,19222.63,11.72,36,0.6849,0.907,0.145,657,0,0,0
LOAN_00000748,CUST_00000797,Personal Loan,709425.07,15627.05,11.57,60,1.2416,0.77,0.145,657,0,0,0
LOAN_00000749,CUST_00000798,Personal Loan,693185.92,62601.78,15.11,12,3.2524,0.468,0.353,610,0,0,0
LOAN_00000750,CUST_00000798,Two Wheeler Loan,659932.6,21849.93,11.78,36,4.3876,0.964,0.353,610,0,0,0
LOAN_00000751,CUST_00000799,Business Loan,1135658.48,100981.59,12.15,12,4.7842,0.764,0.24,626,0,0,0
LOAN_00000752,CUST_00000799,Two Wheeler Loan,1728355.15,56715.18,11.16,36,7.4711,0.939,0.24,626,0,0,0
LOAN_00000753,CUST_00000800,Personal Loan,836202.16,22607.91,13.42,48,0.1203,0.811,0.223,757,1,0,0
LOAN_00000754,CUST_00000800,Two Wheeler Loan,973302.23,85745.37,10.39,12,0.5764,0.881,0.223,757,0,0,0
LOAN_00000755,CUST_00000801,Personal Loan,276218.6,25024.97,15.72,12,0.1584,0.745,0.244,736,1,0,0
LOAN_00000756,CUST_00000801,Gold Loan,1390426.23,22939.29,9.8,84,0.3035,0.931,0.244,736,1,0,0
LOAN_00000757,CUST_00000801,Personal Loan,51356.93,1391.07,13.52,48,0.3123,0.881,0.244,736,1,0,0
LOAN_00000758,CUST_00000803,Business Loan,1952665.62,41902.72,10.43,60,0.0571,0.835,0.286,783,1,0,0
LOAN_00000759,CUST_00000803,Personal Loan,458339.69,10379.43,12.79,60,0.0713,0.743,0.286,783,1,0,0
LOAN_00000760,CUST_00000804,Home Loan,4185454.49,53359.94,9.15,120,0.2209,0.777,0.362,752,1,0,0
LOAN_00000761,CUST_00000805,Personal Loan,494017.97,11187.39,12.79,60,0.2546,0.912,0.292,639,1,1,1
LOAN_00000762,CUST_00000807,Home Loan,8297380.83,105827.54,9.16,120,1.0322,0.919,0.247,675,0,0,0
LOAN_00000763,CUST_00000810,Home Loan,2612489.68,22688.33,8.51,240,0.6193,0.645,0.254,663,0,0,0
LOAN_00000764,CUST_00000810,Home Loan,9789578.55,85259.18,9.46,300,2.9467,0.891,0.254,663,0,0,0
LOAN_00000765,CUST_00000811,Home Loan,9418127.46,115866.58,8.32,120,3.6978,0.872,0.261,647,0,0,0
LOAN_00000766,CUST_00000813,Business Loan,417205.34,6921.79,9.98,84,0.0614,0.902,0.205,678,1,0,0
LOAN_00000767,CUST_00000813,Personal Loan,934915.87,26299.87,15.59,48,0.2949,0.853,0.205,678,1,0,0
LOAN_00000768,CUST_00000813,Personal Loan,913555.31,25801.6,15.81,48,0.5239,0.976,0.205,678,0,0,0
LOAN_00000769,CUST_00000815,Gold Loan,1055837.94,92741.47,9.83,12,0.148,0.705,0.348,761,1,0,0
LOAN_00000770,CUST_00000817,Personal Loan,778871.72,20675.5,12.43,48,0.0622,0.676,0.235,778,1,0,0
LOAN_00000771,CUST_00000817,Home Loan,2769894.8,34878.33,8.86,120,0.167,0.818,0.235,778,1,0,0
LOAN_00000772,CUST_00000820,Personal Loan,239593.04,7920.21,11.67,36,0.2985,0.445,0.478,560,0,0,0
LOAN_00000773,CUST_00000821,Home Loan,9811756.39,96390.33,8.46,180,2.0909,0.868,0.195,673,0,0,0
LOAN_00000774,CUST_00000822,Auto Loan,882698.44,29843.74,13.24,36,0.2728,0.717,0.273,670,1,0,0
LOAN_00000775,CUST_00000822,Home Loan,7017808.7,63638.37,9.11,240,0.8544,0.789,0.273,670,0,0,0
LOAN_00000776,CUST_00000824,Home Loan,4196702.98,38300.32,9.2,240,1.0735,0.649,0.274,653,0,0,0
LOAN_00000777,CUST_00000824,Auto Loan,189232.4,3317.24,11.77,84,1.1665,0.811,0.274,653,0,0,0
LOAN_00000778,CUST_00000824,Personal Loan,765090.78,17655.9,13.63,60,1.6613,0.677,0.274,653,0,0,0
LOAN_00000779,CUST_00000825,Gold Loan,1109545.91,24179.59,11.1,60,1.2715,0.85,0.23,642,0,0,0
LOAN_00000780,CUST_00000826,Home Loan,7113992.63,58777.51,8.81,300,1.6402,0.906,0.445,598,0,0,0
LOAN_00000781,CUST_00000826,Home Loan,5206399.28,66432.43,9.17,120,3.4941,0.789,0.445,598,0,0,0
LOAN_00000782,CUST_00000827,Two Wheeler Loan,676095.57,59823.85,11.22,12,0.0264,0.727,0.255,792,1,0,0
LOAN_00000783,CUST_00000827,Auto Loan,1831996.09,59873.15,10.88,36,0.0528,0.724,0.255,792,1,0,0
LOAN_00000784,CUST_00000828,Personal Loan,279182.12,7412.39,12.44,48,0.3053,0.895,0.248,642,1,0,0
LOAN_00000785,CUST_00000829,Personal Loan,124609.43,3349.15,13.1,48,0.1917,0.695,0.226,635,1,0,0
LOAN_00000786,CUST_00000829,Auto Loan,1037349.02,21867.46,9.66,60,1.4435,0.918,0.226,635,0,0,0
LOAN_00000787,CUST_00000831,Auto Loan,946886.66,17143.47,12.84,84,0.466,0.539,0.177,658,0,0,0
LOAN_00000788,CUST_00000832,Home Loan,6991399.02,86309.87,8.4,120,0.614,0.347,0.271,717,0,0,0
LOAN_00000789,CUST_00000832,Personal Loan,512728.42,17887.1,15.45,36,0.7413,0.752,0.271,717,0,0,0
LOAN_00000790,CUST_00000834,Personal Loan,904631.86,31625.81,15.6,36,0.7309,0.602,0.254,651,0,0,0
LOAN_00000791,CUST_00000834,Personal Loan,620909.34,20519.43,11.65,36,1.2052,0.852,0.254,651,0,0,0
LOAN_00000792,CUST_00000835,Auto Loan,241414.0,7962.02,11.51,36,0.0469,0.51,0.256,748,1,0,0
LOAN_00000793,CUST_00000837,Home Loan,5615568.24,47279.56,9.04,300,0.4511,0.723,0.279,731,1,1,1
LOAN_00000794,CUST_00000837,Business Loan,1409630.71,123935.49,10.01,12,1.6337,0.758,0.279,731,0,0,0
LOAN_00000795,CUST_00000839,Personal Loan,241329.15,21875.45,15.82,12,0.6769,0.84,0.216,623,0,0,0
LOAN_00000796,CUST_00000839,Personal Loan,887411.53,79415.31,13.37,12,3.1341,0.815,0.216,623,0,0,0
LOAN_00000797,CUST_00000840,Business Loan,1628311.39,142972.75,9.76,12,4.0276,0.745,0.212,646,0,0,0
LOAN_00000798,CUST_00000841,Business Loan,879045.19,19301.62,11.43,60,0.0548,0.907,0.184,806,1,0,0
LOAN_00000799,CUST_00000842,Auto Loan,408148.41,36158.56,11.45,12,1.2676,0.656,0.203,633,0,0,0
LOAN_00000800,CUST_00000844,Personal Loan,785939.29,17758.06,12.69,60,0.4622,0.745,0.213,664,0,0,0
LOAN_00000801,CUST_00000844,Home Loan,6751412.15,61615.33,9.2,240,2.0659,0.757,0.213,664,0,0,0
LOAN_00000802,CUST_00000844,Home Loan,4172689.9,52767.58,8.96,120,3.4393,0.508,0.213,664,0,0,0
LOAN_00000803,CUST_00000845,Personal Loan,866760.42,29438.92,13.56,36,1.0351,0.722,0.291,635,0,0,0
LOAN_00000804,CUST_00000846,Two Wheeler Loan,283955.59,4921.94,11.4,84,0.1462,0.652,0.223,667,1,0,0
LOAN_00000805,CUST_00000847,Two Wheeler Loan,533390.72,47688.57,13.19,12,0.9981,0.435,0.463,613,0,0,0
LOAN_00000806,CUST_00000847,Auto Loan,1024169.57,22534.44,11.52,60,1.4697,0.875,0.463,613,0,0,0
LOAN_00000807,CUST_00000848,Business Loan,1899883.11,41289.12,10.98,60,0.5164,0.919,0.356,682,1,1,1
LOAN_00000808,CUST_00000848,Home Loan,4756897.98,43505.21,9.23,240,1.0606,0.728,0.356,682,0,0,0
LOAN_00000809,CUST_00000850,Auto Loan,1457934.4,49299.31,13.25,36,1.2871,0.814,0.224,632,0,0,0
LOAN_00000810,CUST_00000851,Business Loan,309033.67,5670.77,13.29,84,0.1367,0.793,0.275,627,1,0,0
LOAN_00000811,CUST_00000851,Personal Loan,499763.19,24056.5,14.26,24,0.7168,0.717,0.275,627,0,0,0
LOAN_00000812,CUST_00000851,Business Loan,327543.94,29045.22,11.63,12,1.4171,0.803,0.275,627,0,0,0
LOAN_00000813,CUST_00000852,Business Loan,604041.67,13780.94,13.12,60,0.0902,0.974,0.215,750,1,0,0
LOAN_00000814,CUST_00000852,Home Loan,3678485.19,45509.64,8.45,120,0.3879,0.912,0.215,750,1,0,0
LOAN_00000815,CUST_00000853,Auto Loan,144522.62,3158.15,11.22,60,0.1327,0.674,0.313,641,0,0,0
LOAN_00000816,CUST_00000853,Auto Loan,1183593.76,38030.29,9.71,36,1.7312,0.917,0.313,641,0,0,0
LOAN_00000817,CUST_00000853,Home Loan,3909811.12,33969.83,9.43,300,3.159,0.738,0.313,641,0,0,0
LOAN_00000818,CUST_00000854,Personal Loan,979352.19,21889.22,12.21,60,0.5323,0.625,0.309,646,0,0,0
LOAN_00000819,CUST_00000855,Personal Loan,893363.95,19728.23,11.68,60,0.4559,0.91,0.176,674,0,0,0
LOAN_00000820,CUST_00000856,Personal Loan,394454.05,8734.6,11.8,60,0.261,0.463,0.229,624,1,0,0
LOAN_00000821,CUST_00000857,Two Wheeler Loan,229219.44,4901.88,10.28,60,0.1795,0.915,0.218,664,1,0,0
LOAN_00000822,CUST_00000858,Business Loan,1085136.65,35479.75,10.91,36,0.8668,0.948,0.192,638,0,0,0
LOAN_00000823,CUST_00000858,Home Loan,7397838.41,65800.93,8.84,240,2.4744,0.633,0.192,638,0,0,0
LOAN_00000824,CUST_00000859,Business Loan,725710.43,15301.63,9.67,60,0.5978,0.931,0.225,662,0,0,0
LOAN_00000825,CUST_00000860,Business Loan,474501.47,10796.37,13.0,60,0.4669,0.517,0.268,630,0,0,0
LOAN_00000826,CUST_00000860,Home Loan,4672262.64,58782.43,8.84,120,3.0091,0.645,0.268,630,0,0,0
LOAN_00000827,CUST_00000860,Auto Loan,289042.83,9589.32,11.92,36,3.4238,0.442,0.268,630,0,0,0
LOAN_00000828,CUST_00000861,Personal Loan,987745.08,22998.47,14.03,60,0.9967,0.528,0.248,617,0,0,0
LOAN_00000829,CUST_00000863,Auto Loan,146924.87,2652.13,12.74,84,0.0556,0.597,0.166,684,1,0,0
LOAN_00000830,CUST_00000864,Personal Loan,112320.73,5425.27,14.61,24,0.0176,0.399,0.282,739,1,0,0
LOAN_00000831,CUST_00000865,Personal Loan,617260.79,55250.86,13.41,12,1.1106,0.725,0.244,671,0,0,0
LOAN_00000832,CUST_00000865,Home Loan,4090467.76,50584.78,8.44,120,2.1274,0.866,0.244,671,0,0,0
LOAN_00000833,CUST_00000865,Home Loan,5034085.81,50491.63,8.81,180,3.1423,0.781,0.244,671,0,0,0
LOAN_00000834,CUST_00000866,Personal Loan,487097.5,12915.81,12.37,48,0.2916,0.761,0.265,643,1,1,1
LOAN_00000835,CUST_00000869,Personal Loan,722550.44,24698.57,14.01,36,0.9006,0.946,0.275,636,0,0,0
LOAN_00000836,CUST_00000870,Personal Loan,623804.75,21752.92,15.42,36,0.1225,0.767,0.337,719,1,0,0
LOAN_00000837,CUST_00000871,Home Loan,4674279.02,41158.1,8.7,240,0.8459,0.703,0.216,648,0,0,0
LOAN_00000838,CUST_00000871,Two Wheeler Loan,172891.34,15440.56,12.98,12,1.1632,0.496,0.216,648,0,0,0
LOAN_00000839,CUST_00000873,Home Loan,4415215.42,43168.36,8.38,180,2.7943,0.721,0.225,621,0,0,0
LOAN_00000840,CUST_00000873,Two Wheeler Loan,307776.22,10089.32,11.09,36,3.4474,0.648,0.225,621,0,0,0
LOAN_00000841,CUST_00000875,Personal Loan,685315.59,15924.79,13.94,60,0.7086,0.732,0.244,663,0,0,0
LOAN_00000842,CUST_00000875,Personal Loan,626354.86,56737.87,15.69,12,3.2332,0.773,0.244,663,0,0,0
LOAN_00000843,CUST_00000878,Personal Loan,400913.52,35955.38,13.78,12,2.0533,0.852,0.244,648,0,0,0
LOAN_00000844,CUST_00000878,Auto Loan,1140470.59,25403.73,12.06,60,3.5041,0.865,0.244,648,0,0,0
LOAN_00000845,CUST_00000879,Two Wheeler Loan,766853.69,13178.84,11.12,84,0.3564,0.649,0.131,673,1,0,0
LOAN_00000846,CUST_00000880,Personal Loan,838161.62,19794.91,14.67,60,0.5886,0.571,0.214,653,0,0,0
LOAN_00000847,CUST_00000880,Auto Loan,954237.92,15965.01,10.25,84,1.0633,0.519,0.214,653,0,0,0
LOAN_00000848,CUST_00000881,Personal Loan,734585.48,25017.29,13.75,36,0.6817,0.72,0.236,645,0,0,0
LOAN_00000849,CUST_00000882,Personal Loan,210169.1,4902.26,14.11,60,0.1171,0.557,0.225,635,1,0,0
LOAN_00000850,CUST_00000885,Auto Loan,893151.74,20057.75,12.42,60,0.5346,0.77,0.213,631,0,0,0
LOAN_00000851,CUST_00000887,Personal Loan,61190.88,5551.61,15.99,12,0.1887,0.928,0.194,662,1,0,0
LOAN_00000852,CUST_00000887,Personal Loan,686741.28,22924.61,12.35,36,0.968,0.931,0.194,662,0,0,0
LOAN_00000853,CUST_00000887,Personal Loan,906820.3,20767.82,13.29,60,1.6739,0.96,0.194,662,0,0,0
LOAN_00000854,CUST_00000888,Home Loan,8818783.9,79004.91,8.94,240,2.0945,0.743,0.308,637,0,0,0
LOAN_00000855,CUST_00000888,Business Loan,936825.68,83718.68,13.1,12,4.3139,0.639,0.308,637,0,0,0
LOAN_00000856,CUST_00000888,Gold Loan,1367967.21,43935.22,9.68,36,5.4787,0.851,0.308,637,0,0,0
LOAN_00000857,CUST_00000889,Personal Loan,466383.68,10535.42,12.68,60,0.021,0.791,0.258,766,1,0,0
LOAN_00000858,CUST_00000890,Personal Loan,190080.36,16873.3,11.83,12,1.0138,0.816,0.297,600,0,0,0
LOAN_00000859,CUST_00000891,Home Loan,6959364.39,59298.35,8.25,240,1.4342,0.844,0.237,636,0,0,0
LOAN_00000860,CUST_00000893,Auto Loan,1754838.44,57343.19,10.87,36,1.2889,0.776,0.274,627,0,0,0
LOAN_00000861,CUST_00000894,Auto Loan,1523699.17,34950.28,13.36,60,1.024,0.51,0.254,663,0,0,0
LOAN_00000862,CUST_00000896,Two Wheeler Loan,692236.31,14954.41,10.72,60,0.3106,0.768,0.333,617,0,0,0
LOAN_00000863,CUST_00000896,Auto Loan,887416.64,78953.87,12.26,12,1.9507,0.553,0.333,617,0,0,0
LOAN_00000864,CUST_00000899,Two Wheeler Loan,1121020.46,20308.34,12.86,84,0.622,0.956,0.277,615,0,0,0
LOAN_00000865,CUST_00000901,Personal Loan,926192.39,25040.93,13.42,48,0.6532,0.644,0.246,664,0,0,0
LOAN_00000866,CUST_00000901,Two Wheeler Loan,1815796.24,58641.8,10.06,36,2.1829,0.715,0.246,664,0,0,0
LOAN_00000867,CUST_00000901,Home Loan,2699572.01,26111.17,8.2,180,2.8641,0.762,0.246,664,0,0,0
LOAN_00000868,CUST_00000903,Personal Loan,623567.39,13946.66,12.24,60,0.3441,0.798,0.294,626,1,0,0
LOAN_00000869,CUST_00000904,Personal Loan,679253.27,32041.46,12.21,24,0.9961,0.673,0.445,607,0,0,0
LOAN_00000870,CUST_00000905,Personal Loan,887631.44,21355.06,15.51,60,0.5518,0.834,0.243,657,0,0,0
LOAN_00000871,CUST_00000906,Auto Loan,1286931.27,27744.12,10.63,60,0.9988,0.776,0.269,649,0,0,0
LOAN_00000872,CUST_00000907,Personal Loan,358216.32,9610.05,13.0,48,0.2787,0.604,0.221,632,1,0,0
LOAN_00000873,CUST_00000908,Personal Loan,885244.12,78470.77,11.56,12,2.071,0.781,0.273,661,0,0,0
LOAN_00000874,CUST_00000909,Home Loan,3364223.41,42180.82,8.76,120,1.5347,0.776,0.251,642,0,0,0
LOAN_00000875,CUST_00000915,Personal Loan,159536.04,14173.09,11.98,12,0.2946,0.79,0.22,655,1,0,0
LOAN_00000876,CUST_00000915,Personal Loan,148225.19,5025.76,13.44,36,0.3991,0.951,0.22,655,1,0,0
LOAN_00000877,CUST_00000915,Auto Loan,773405.58,13250.72,11.02,84,0.6746,0.921,0.22,655,0,0,0
LOAN_00000878,CUST_00000916,Personal Loan,582659.76,15323.65,11.93,48,0.5023,0.923,0.244,654,0,0,0
LOAN_00000879,CUST_00000916,Personal Loan,482877.78,13251.13,14.23,48,0.9367,0.501,0.244,654,0,0,0
LOAN_00000880,CUST_00000916,Home Loan,2071545.39,18372.61,8.8,240,1.5389,0.68,0.244,654,0,0,0
LOAN_00000881,CUST_00000920,Two Wheeler Loan,661930.39,11501.61,11.48,84,0.4963,0.898,0.225,623,0,0,0
LOAN_00000882,CUST_00000925,Personal Loan,974487.48,32539.41,12.37,36,0.1707,0.897,0.24,741,1,0,0
LOAN_00000883,CUST_00000926,Business Loan,1117491.64,19530.11,11.67,84,0.0262,0.468,0.273,747,1,0,0
LOAN_00000884,CUST_00000926,Home Loan,6171789.56,56925.99,9.35,240,0.1027,0.919,0.273,747,1,0,0
LOAN_00000885,CUST_00000926,Home Loan,8313962.01,104285.67,8.77,120,0.2429,0.863,0.273,747,1,0,0
LOAN_00000886,CUST_00000927,Auto Loan,520180.46,45872.57,10.58,12,1.7085,0.585,0.218,648,0,0,0
LOAN_00000887,CUST_00000927,Home Loan,6068696.91,58910.19,8.26,180,3.9026,0.692,0.218,648,0,0,0
LOAN_00000888,CUST_00000928,Two Wheeler Loan,439056.28,7248.08,9.82,84,0.0263,0.686,0.293,759,1,0,0
LOAN_00000889,CUST_00000932,Auto Loan,782744.08,69326.35,11.4,12,4.3822,0.959,0.156,662,0,0,0
LOAN_00000890,CUST_00000933,Personal Loan,643696.58,22244.67,14.78,36,0.6363,0.749,0.204,647,0,0,0
LOAN_00000891,CUST_00000934,Personal Loan,899085.48,30676.24,13.88,36,0.6365,0.799,0.206,687,0,0,0
LOAN_00000892,CUST_00000935,Personal Loan,172529.96,5864.04,13.61,36,0.0195,0.762,0.242,759,1,0,0
LOAN_00000893,CUST_00000935,Business Loan,1967039.58,65380.85,12.05,36,0.2372,0.697,0.242,759,1,0,0
LOAN_00000894,CUST_00000936,Personal Loan,250456.36,5905.88,14.6,60,0.1053,0.936,0.24,677,1,0,0
LOAN_00000895,CUST_00000937,Two Wheeler Loan,1344073.93,118421.9,10.41,12,4.6232,0.885,0.394,614,0,0,0
LOAN_00000896,CUST_00000937,Personal Loan,482562.31,11630.11,15.59,60,5.0772,0.877,0.394,614,0,0,0
LOAN_00000897,CUST_00000938,Auto Loan,791078.49,26475.83,12.53,36,0.0744,0.936,0.269,770,1,0,0
LOAN_00000898,CUST_00000938,Auto Loan,520351.86,11630.24,12.21,60,0.1071,0.579,0.269,770,1,0,0
LOAN_00000899,CUST_00000939,Two Wheeler Loan,1622568.91,53228.46,11.14,36,0.6792,0.928,0.221,711,0,0,0
