transaction_frequency,average_transaction_amount,median_transaction_amount,largest_deposit,largest_withdrawal,average_balance,minimum_balance,maximum_balance,balance_variance,active_month_count,transaction_consistency,average_monthly_income,median_income,income_variance,income_consistency,average_monthly_expense,monthly_savings,monthly_transaction_count,cash_flow_stability,expense_stability,total_income,total_expense,essential_expense,discretionary_expense,atm_withdrawals,emi_payments,utility_payments,investment_amount,atm_ratio,emi_ratio,food_ratio,groceries_ratio,investment_ratio,others_ratio,salary_ratio,shopping_ratio,travel_ratio,utilities_ratio,expense_ratio,savings_ratio,essential_expense_ratio,discretionary_expense_ratio,atm_cash_ratio,financial_buffer,cash_reserve_ratio,Gender,Age,Education,Employment_Type,Annual_Income,Monthly_Income,Account_Type,Customer_Segment,Savings_Balance,Credit_Card_Holder,Device_Age_Years,OS,Rooted,SIM_Age_Years,Phone_Vintage_Years,KYC_Status,Face_Match_Score,OCR_Match_Score,Liveness_Score,Address_Match_Score,kyc_verified,total_loans,total_loan_amount,total_monthly_emi,avg_interest_rate,max_debt_to_income,avg_credit_score,approved_loan_count,income_stability_index,net_disposable_income,dti_ratio,device_risk_index,biometric_identity_score
94,8060.408808510638,1647.415,146791.74,42721.59,20490.32638297872,197.05,147222.12,896489756.6437998,12,0.2682112431812607,32719.698333333337,5867.26,2998678468.716051,0.384273120341477,30420.17066666667,2299.527666666665,7.833333333333333,0.0370229130544055,0.4832765323946725,392636.38,365042.048,133539.76799999998,215854.47,15647.81,11146.767999999996,46451.02,67162.6,0.0428657741915802,0.0305355727129823,0.2831350540746473,0.2080362534016903,0.171055468675623,0.0,0.0,0.0567926081764695,0.067400399857498,0.127248409476379,0.9297203891295044,0.0702796108704954,0.3658202355910516,0.5913139902173681,0.0428657741915802,0.006477609943718,0.6735769699488007,Male,58,Bachelor's,Salaried - Private,327718.12,27309.84,Savings,Mass Market,41674.36,0,1.2,Android 14,0,0.7,5.3,VERIFIED,0.94,0.92,0.83,0.85,1,1.0,229219.44,4901.88,10.28,0.1795,664.0,1.0,0.4238744851627552,-8012.21066666667,0.1794913481734056,0.3846153846153846,0.8940000000000001
94,6131.738914893617,1685.42,108582.13,32895.91,19506.07659574468,380.49,112875.6,520663191.3614549,12,0.2857884984182559,24450.493333333332,4917.925,1490162470.605279,0.3981634644226959,23581.4615,869.0318333333329,7.833333333333333,0.0219649100612605,0.5755869798672469,293405.92000000004,282977.538,117603.698,141875.81,23498.03,14834.568000000005,85816.9,11468.85,0.0830384989779648,0.0524231290753543,0.2024310494919918,0.0599066276419437,0.0390886796012841,0.0,0.0,0.1323687394580413,0.1260387670769826,0.3032639997030435,0.9644574928822156,0.0355425071177841,0.4155937564203417,0.5013677446016934,0.0830384989779648,0.016135132252087,0.8271784425127628,Male,51,Master's,Unemployed,499623.33,41635.28,Savings,Mass Market,29135.86,0,0.8,Android 14,0,7.8,1.3,VERIFIED,0.97,0.96,0.93,0.86,1,1.0,245066.29,6656.3,13.67,0.1599,627.0,1.0,0.4691328706005163,11397.518499999998,0.1598716281000151,0.5555555555555556,0.937
99,6703.078585858586,1876.83,123289.64,23344.71,27533.74484848485,1830.83,128442.91,1033516499.02825,12,0.2774865112491003,29210.617499999997,4934.4349999999995,2083182482.599112,0.4006508796232573,26089.780833333338,3120.8366666666675,8.25,0.0576511035241109,0.5211640353290878,350527.41,313077.37,83154.51,169562.66,60360.2,0.0,43542.350000000006,22389.37,0.1927964323962476,0.0,0.1845908568862706,0.1265251461643491,0.0638733786895581,0.0,0.0,0.2089818564657037,0.0765132912672672,0.1390785606765509,0.8931608800578534,0.1068391199421466,0.2656037068409,0.5415998607628524,0.1927964323962476,0.0701742192353283,1.055345961868206,Male,46,Bachelor's,Salaried - Private,430674.0,35889.5,Salary,Mass Market,26399.8,1,2.6,Android 13,0,0.5,3.5,VERIFIED,0.93,0.99,0.83,0.91,1,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.4488561419055895,9799.719166666666,0.0,0.1851851851851851,0.9240000000000002
92,7630.19038173913,2357.635,149235.64,31273.95,24119.212282608692,323.06,149558.7,847586128.2106332,12,0.2906693878820069,27849.47666666667,5876.075000000001,2154333941.8749156,0.3852643373630319,30648.649593333335,-2799.1729266666675,7.666666666666667,0.0453060162092977,0.5126497704129299,334193.72000000003,367783.79512,124191.63512000004,223183.0,20409.16,28236.805120000034,59530.66,84300.69,0.0554922763612815,0.0767755553525325,0.1351828728173791,0.0990369083230422,0.2522509698865676,0.0,0.0,0.0645719858109881,0.177864579320729,0.1618631945993608,1.1005107909268912,-0.1005107909268911,0.3376756582749355,0.6068320653637829,0.0554922763612815,0.0105407580525267,0.7869584011902137,Male,28,Master's,Salaried - Private,2347692.45,195641.04,Salary,Affluent,120861.41,1,1.0,iOS 17,0,5.1,3.9,VERIFIED,0.91,0.92,0.92,0.88,1,1.0,847755.14,27362.63,10.02,0.1399,723.0,1.0,0.4362185105829911,137629.76040666667,0.1398614012683637,0.4545454545454545,0.909
95,5991.8606315789475,2061.66,94093.43,34392.49,19490.504421052632,1796.55,98644.18,400535235.6292291,12,0.3038098605971949,22705.7825,5072.495,1268611021.6085117,0.3997109587908931,24729.780833333338,-2023.9983333333328,7.916666666666667,0.0596835161536011,0.5928994912823784,272469.38999999996,296757.37,63299.6,179582.79,53874.98,0.0,21866.0,49211.61,0.1815455501576927,0.0,0.0819462714607559,0.1396211322401192,0.1806133525677875,0.0,0.0,0.1398000999941467,0.2175727261634648,0.0736830899936874,1.0891402149797451,-0.089140214979745,0.2133042222338066,0.6051502276085006,0.1815455501576928,0.0726472269248106,0.7881389872562612,Male,42,High School,Retired,276029.98,23002.5,Savings,Mass Market,51034.15,0,0.3,Android 13,0,3.8,4.6,REJECTED,0.52,0.53,0.37,0.51,0,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.4769863717874872,-1727.2808333333342,0.0,1.25,0.491
97,7748.682783505155,2015.0,106997.95,26976.4,26623.940824742265,0.0,106997.95,825716462.3983434,12,0.3005928170782864,29583.156666666662,4825.38,2043279760.9742243,0.4060277480614206,33052.02916666667,-3468.872500000001,8.083333333333334,0.076031167188607,0.5476910536867524,354997.88,396624.35,133301.37,213179.3,50143.68,22985.790000000008,55552.779999999984,47218.51,0.1264261258795633,0.0579535522718159,0.125816985265781,0.1380722086276347,0.1330106816412537,0.0,0.0,0.1591320855615647,0.1334841141246119,0.1400639673282792,1.117258362218952,-0.1172583622189518,0.3360897282277298,0.5374841458927068,0.1264261258795633,0.0,0.8055160755937127,Female,45,Diploma,Self-Employed Professional,507893.71,42324.48,Savings,Mass Market,68444.32,0,1.0,Android 12,0,2.4,1.3,VERIFIED,0.96,0.98,0.88,0.97,1,1.0,430921.81,11577.67,13.08,0.2735,645.0,1.0,0.4626930703115533,-2305.219166666662,0.2735454753372043,0.4545454545454545,0.952
92,9451.88804347826,2484.59,122371.3,77696.47,31811.883695652177,2440.34,163063.57,1297468585.261516,12,0.3157263620839935,29657.453333333335,3795.225,2449887064.781788,0.3849368321630539,42807.02166666667,-13149.568333333336,7.666666666666667,0.14121520667764,0.4429460910507408,355889.44,513684.26,181948.89,286296.29,45439.08,0.0,74828.11999999998,20930.17,0.088457216890391,0.0,0.0820926847164832,0.2085342657764129,0.058810876771168,0.0,0.0,0.3841430726337614,0.0503580740433822,0.1456694818719966,1.443381573783139,-0.4433815737831389,0.3542037476484095,0.5573390354611995,0.088457216890391,0.0570079371324322,0.743146391808513,Female,45,Bachelor's,Unemployed,891008.59,74250.72,Salary,Affluent,240760.04,1,1.9,iOS 17,0,3.0,5.3,VERIFIED,0.97,0.93,0.87,0.82,1,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.4081405357181287,31443.698333333337,0.0,0.25,0.908
90,4763.459,1526.845,94025.68,29520.64,16294.810555555556,906.5,94932.18,357275037.26780516,12,0.2735374886592451,17039.89083333333,4415.719999999999,1054363050.3166991,0.3540635809003462,18686.051666666663,-1646.1608333333336,7.5,0.1223214570460479,0.4692548176567823,204478.69,224232.62,54726.54,160303.2,9202.88,0.0,18197.34,54474.619999999995,0.041041664678404,0.0,0.1253681110268434,0.1629076090713296,0.2664073209780442,0.0,0.0,0.1070667595107259,0.239524026432907,0.0811538481778431,1.096606301615097,-0.0966063016150974,0.2440614572491727,0.7148968780724233,0.041041664678404,0.0485121210285996,0.8720306914607994,Male,48,Diploma,Salaried - Private,323828.15,26985.68,Current,Mass Market,21728.08,0,1.2,Android 13,0,8.6,1.6,VERIFIED,0.86,0.94,0.83,0.84,1,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.4001400756029206,8299.628333333334,0.0,0.3846153846153846,0.8740000000000001
100,6690.235500000001,1287.735,142026.76,40680.22,25879.9115,0.0,142917.24,1206331747.0352955,12,0.2640432395688469,27429.76916666667,2734.91,2335539104.2240634,0.3721911960996777,28322.19333333333,-892.4241666666652,8.333333333333334,0.0156951040080201,0.5239288391006016,329157.23,339866.32,96084.63,209093.51,34688.17999999999,7681.4099999999935,61758.8,17199.75,0.1020641880607646,0.0226012686399758,0.1969068308975128,0.0783967649398151,0.0522539030967054,0.0,0.0,0.1142798733337272,0.2534287010257445,0.1817149754644708,1.0325348770251834,-0.0325348770251833,0.2827130090442619,0.6152228028949736,0.1020641880607645,0.0,0.9137679132195272,Male,64,High School,Self-Employed Professional,431026.58,35918.88,Salary,Mass Market,65487.8,1,2.7,Android 14,0,1.3,3.5,VERIFIED,0.9,1.0,0.92,0.85,1,3.0,6003867.3,77342.99,11.79,2.1533,664.0,1.0,0.4328862533000472,-69746.30333333334,2.153268420396182,0.1785714285714285,0.9240000000000002
97,7006.4003092783505,1413.21,130428.47,33677.95,23043.341958762885,122.6,130551.07,884709479.9430224,12,0.2730086408586457,26984.85666666667,2030.615,2334991312.6106067,0.3684055479108461,29650.2125,-2665.3558333333326,8.083333333333334,0.0489659997368741,0.4690041129498168,323818.27999999997,355802.55,193573.63,108018.24,54210.68,0.0,60322.85,35292.1,0.1523616961148816,0.0,0.0958857658552475,0.3745076588124508,0.1089873616770492,0.0,0.0,0.0646934655190076,0.0438210462516359,0.1695402407880438,1.0987722805519196,-0.0987722805519193,0.5440478996004947,0.3035904042846236,0.1523616961148817,0.004134877616813,0.7771729109450021,Female,39,Master's,Unemployed,336247.6,28020.63,Savings,Mass Market,58678.15,0,2.6,Android 14,0,3.2,3.0,PENDING_REVERIFICATION,0.33,0.5,0.58,0.53,0,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.4086449739264344,-1629.5824999999968,0.0,0.1851851851851851,0.471
91,5666.658901098901,1791.86,145163.72,34797.3,19873.72714285714,1274.2,150032.05,637284529.2602272,12,0.2562874115793056,20393.953333333335,3722.46,1799941078.5787878,0.334264147792788,22578.210000000003,-2184.256666666666,7.583333333333333,0.0870059321035304,0.4302887148032204,244727.44,270938.52,149986.21,111981.69,8970.619999999999,0.0,28201.48,11777.55,0.0331094301393541,0.0,0.1925038935032198,0.4494921209431572,0.0481251714151874,0.0,0.0,0.1466306821193236,0.030706301931523,0.1040881156359753,1.1071031511627794,-0.1071031511627792,0.5535802365791324,0.4133103332815134,0.0331094301393541,0.0564349432483797,0.8802171271707163,Female,20,Bachelor's,Self-Employed Business,494941.17,41245.1,Savings,Mass Market,68652.03,1,0.1,Android 14,0,4.2,5.5,VERIFIED,0.91,0.99,0.9,0.87,1,2.0,1222387.5499999998,41101.66,12.5,0.9965,651.0,0.0,0.3726739745969609,-22434.77000000001,0.9965222535525432,2.5,0.9240000000000002
93,11422.559501075268,3964.21,134536.06,78401.88,43809.8311827957,612.67,315062.68,3788058759.264848,12,0.3322710636759869,33944.78666666667,6156.57,2740665704.1494603,0.4037876840697606,54580.04946666667,-20635.2628,7.75,0.190748262229821,0.486522735366471,407337.44,654960.5936,186004.2636,408622.21,60334.119999999995,21867.753600000015,153091.89,106342.64,0.0921187023915021,0.0333878920559229,0.1156251089607538,0.0168630297882397,0.2610676789248737,0.0,0.0,0.2226946344944194,0.1232035496310812,0.2337421388339232,1.607906686898214,-0.6079066868982139,0.2839930606780859,0.6238882369304118,0.0921187023915021,0.0112251638828977,0.802671152021425,Female,32,Bachelor's,Salaried - Private,1545088.81,128757.4,Savings,Affluent,332911.56,1,1.1,Android 13,0,8.3,2.8,VERIFIED,0.96,0.94,0.86,0.89,1,3.0,1211192.42,36842.06,12.623333333333331,0.2861,735.0,3.0,0.4368817045884448,37335.29053333332,0.286135476485235,0.4166666666666666,0.92
90,5622.484777777778,1544.44,108076.03,29173.86,20861.562333333335,283.58,108359.61,825434914.9668403,12,0.2835261951805525,20984.831666666665,4846.379999999999,1389502711.3500698,0.370284294044069,21183.804166666665,-198.97249999999903,7.5,0.0094016576157176,0.5102036315537423,251817.98,254205.65,118252.27999999998,102803.32,33150.05,24826.55999999999,63749.82000000001,4144.849999999999,0.1304064248768664,0.0976632895452952,0.2030862413955,0.1167397341483165,0.0164597063323278,0.0,0.0,0.1464867126281418,0.0385319917161557,0.2507804999613502,1.0094817296207363,-0.0094817296207363,0.4651835236549619,0.4044100514681715,0.1304064248768664,0.0133866418783374,0.9847882924710762,Male,47,Bachelor's,Self-Employed Business,291544.79,24295.4,Savings,Mass Market,3281.32,0,0.7,Android 10,0,3.7,3.4,VERIFIED,0.88,0.96,0.93,0.79,1,1.0,526157.62,9330.38,12.15,0.384,657.0,1.0,0.4262520290479383,-6218.7841666666645,0.3840389538760423,0.625,0.8960000000000001
98,7489.362040816326,2001.575,145306.29,33307.95,29311.360408163266,603.65,156830.85,1265989333.2257955,12,0.2755468772365709,30524.114166666663,4135.28,2591104689.7717357,0.3851218491733383,30639.009166666667,-114.89500000000044,8.166666666666666,0.0033408441290239,0.56753806190959,366289.37,367668.11,112607.02,208247.92,46813.17,0.0,75162.88999999998,91795.99,0.127324531899163,0.0,0.0581382214519502,0.1018422021969759,0.2506105760044306,0.0,0.0,0.1100463404345837,0.148546551943273,0.2044313552241449,1.003764073197101,-0.0037640731971009,0.3062735574211209,0.566401910679716,0.127324531899163,0.0197020078787904,0.956668025676633,Male,64,Bachelor's,Self-Employed Professional,2102024.86,175168.74,Salary,Affluent,72485.56,0,0.4,Android 14,0,7.9,0.5,VERIFIED,0.88,0.91,0.92,0.94,1,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.458088334267839,144529.7308333333,0.0,1.0,0.909
92,7760.406086956522,1681.67,142996.05,30545.16,31026.48826086957,310.41,156652.62,1759433498.1291811,12,0.2585203474841158,35775.62,9752.625,3048571621.454836,0.4036176609946392,23720.826666666664,12054.793333333331,7.666666666666667,0.1559484962428077,0.4977919002138323,429307.44,284649.92,114524.03,124056.2,46069.69,0.0,16966.14,70659.92,0.1618468397953528,0.0,0.0784056781045292,0.3427293778968917,0.1645904855504018,0.0,0.0,0.0071157230608039,0.1020643884249115,0.0596035298376335,0.663044460631756,0.3369555393682438,0.4023329077345253,0.4358202524701219,0.1618468397953528,0.0130859688982171,1.307985117755996,Male,54,High School,Self-Employed Business,244873.09,20406.09,Savings,Mass Market,3857.69,0,1.2,Android 14,0,1.9,1.7,VERIFIED,0.97,0.95,0.88,0.82,1,2.0,6516025.43,94715.66,10.585,4.6415,624.0,0.0,0.4412873566823164,-98030.39666666668,4.641538873934203,0.3846153846153846,0.916
94,8140.400638297872,2049.4049999999997,136771.55,31062.09,27273.630106382974,1357.67,138801.13,1067590961.3676292,12,0.2805056673001747,34075.01333333333,5260.0650000000005,2915125928.851587,0.3972983603616986,29691.458333333332,4383.554999999999,7.833333333333333,0.0694254169393114,0.5104490877881704,408900.16,356297.5,77356.48,263699.14,15241.88,0.0,68147.35000000002,55968.28999999999,0.0427785207586356,0.0,0.216846764291077,0.025846743241252,0.1368751971141317,0.0,0.0,0.1758265775089637,0.1903530616970369,0.1912653049768803,0.8713557363244857,0.1286442636755143,0.2171120482181323,0.740109431023232,0.0427785207586356,0.0457259453125548,0.9185682225572612,Male,23,Diploma,Salaried - Private,561542.51,46795.21,Savings,Mass Market,36169.04,0,1.4,Android 13,0,1.3,3.5,VERIFIED,0.91,0.92,0.82,0.94,1,1.0,885363.7,42513.05,14.01,0.9085,675.0,0.0,0.4425586513322873,-25409.298333333332,0.9084914887656236,0.3333333333333333,0.901
91,6648.802857142858,1288.17,145107.61,34432.62,22254.73186813187,760.87,146975.44,1232057229.0455356,12,0.2411889693808568,29529.554999999997,4838.265,2839116320.358554,0.3666320246587342,20890.533333333336,8639.021666666666,7.583333333333333,0.1232237965908683,0.481540582561142,354354.66,250686.4,76240.8,159899.93,14545.670000000002,0.0,63725.71000000001,39046.84,0.0580233710324931,0.0,0.3052878417018235,0.0499232906132921,0.1101914110569337,0.0,0.0,0.1008430852252056,0.0759578102362154,0.2542048950401777,0.7074449084428578,0.2925550915571422,0.3041281856534698,0.637848443314037,0.0580233710324931,0.0364217604146056,1.0653022358515754,Male,45,Bachelor's,Unemployed,384071.95,32006.0,Current,Mass Market,43307.18,0,2.0,Android 14,0,1.7,4.4,PENDING_REVERIFICATION,0.38,0.68,0.34,0.43,0,1.0,938746.87,84995.72,15.6,2.6556,647.0,0.0,0.4125954478196973,-73880.25333333334,2.6556183215647065,0.238095238095238,0.472
96,5635.898020833333,1453.48,143710.42,45153.9,16475.176875,927.62,150718.3,535063450.28336936,12,0.260068809593624,22285.01416666667,1649.37,2109186512.6906817,0.3363586640279135,22802.17,-517.1558333333332,8.0,0.0118368195478724,0.4890245305573014,267420.17000000004,273626.04,58889.31,104744.24,109992.49,0.0,22443.94,23331.69000000001,0.4019810760700992,0.0,0.1662243476534616,0.1331940848904585,0.0872473082340797,0.0,0.0,0.055470853578117,0.0758369707795354,0.0820241377611575,1.0232064395142668,-0.0232064395142669,0.215218222651616,0.3828007012782848,0.4019810760700992,0.0406812158667354,0.7225267101771455,Male,50,Bachelor's,Self-Employed Professional,368451.32,30704.28,Savings,Mass Market,19340.72,1,0.3,Android 13,0,1.7,3.9,VERIFIED,0.96,0.99,0.86,0.8,1,1.0,7599581.01,96680.05,9.1,3.1487,653.0,0.0,0.3974250106396686,-88777.94,3.148748317824095,1.25,0.917
95,5836.496842105263,2002.16,133768.12,42356.82,21357.80947368421,531.15,139226.09,630519379.696573,12,0.2738247653466354,23026.73583333333,5653.09,1649506761.6956997,0.3719382342412642,23178.864166666663,-152.12833333333342,7.916666666666667,0.0044894515064662,0.5978236918514093,276320.82999999996,278146.37,112188.94,134727.28,31230.15,0.0,39677.240000000005,17543.739999999998,0.1122795526686183,0.0,0.2693082782277547,0.260696193878065,0.0634904722890417,0.0,0.0,0.0989858684835614,0.0530075585742859,0.1426487787706882,1.0066065956735872,-0.0066065956735871,0.4033449726487532,0.4843754746826284,0.1122795526686183,0.0229152729909795,0.9214346880896218,Male,38,High School,Unemployed,302168.28,25180.69,Salary,Mass Market,36266.7,1,1.2,Android 14,0,6.7,4.4,VERIFIED,0.9,1.0,0.97,0.93,1,1.0,1203436.4,27056.48,12.47,1.0745,644.0,0.0,0.4622924172853222,-25054.654166666664,1.0744931929982855,0.3846153846153846,0.95
93,5641.869784946237,1776.19,122510.21,30987.58,18356.002258064516,600.28,128372.99,584326557.4966394,12,0.2801638659954469,21611.463333333333,6331.29,1368369284.2874243,0.3789725143643022,22113.0275,-501.5641666666658,7.75,0.0127632278409752,0.5075186608185122,259337.56,265356.33,125063.01,124696.84,15596.48,0.0,93153.19000000002,11869.45,0.0587756093853121,0.0,0.2301807912402164,0.1202527182976942,0.0457683414619926,0.0,0.0,0.0693295690364725,0.1256816447529252,0.3510494360545309,1.0232082464260095,-0.0232082464260093,0.4713021543522251,0.4699222362624626,0.0587756093853121,0.027145988942491,0.830099011004464,Male,64,Bachelor's,Salaried - Govt,184168.0,15347.33,Current,Mass Market,35878.95,0,3.8,Android 14,0,8.2,3.8,VERIFIED,0.91,0.95,0.83,0.89,1,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.4303909729459862,-6765.6975,0.0,0.1282051282051282,0.902
95,17310.13034526316,2559.47,93123.84,390390.74,80167.07378947368,198.04,871934.08,29545264686.051254,12,0.2558347439784392,18062.006666666664,3003.315,959714105.597024,0.3784938429249603,118976.52523333336,-100914.51856666668,7.916666666666667,0.2705188788400787,0.3086846666216907,216744.08,1427718.3028000002,685654.4128000002,654165.91,87897.98000000001,27899.492800000164,529777.0900000001,510072.99,0.0615653520919477,0.0195413147994842,0.0758773490453567,0.0896380117485456,2.353342199703909,0.0,0.0,0.0234308826428809,0.0016170837030471,0.3710655589138392,6.587115564125213,-5.587115564125213,0.480244885461869,0.4581897624461832,0.0615653520919477,0.0016645300374305,0.6738058086017583,Male,41,High School,Salaried - Private,6252595.33,521049.61,Salary,HNI,1259765.35,0,5.0,Android 14,0,8.5,5.8,VERIFIED,0.89,0.98,0.93,0.93,1,1.0,239306.82,21650.28,15.45,0.0416,781.0,1.0,0.3505701724036524,380422.8047666666,0.041551283379715,0.0980392156862745,0.933
96,5745.683125,1286.77,90232.66,24894.93,15726.327916666669,410.79,93093.34,415367743.7656946,12,0.2766720673015718,23617.55083333333,3245.5249999999996,1434741945.9850447,0.3944052741923378,22347.91416666667,1269.6366666666654,8.0,0.043298217949829,0.5369162487587341,283410.61,268174.97,117736.9,64807.46,85630.61,0.0,55370.36,16085.23,0.3193087333989446,0.0,0.1254607393076244,0.2325591385355613,0.0567559203235192,0.0,0.0,0.0297974117420428,0.0264226001404978,0.2064710215125594,0.946241815011795,0.0537581849882048,0.4390301600481208,0.2416611065529344,0.3193087333989448,0.0183815812489883,0.7037045068001685,Male,35,Master's,Retired,403591.3,33632.61,Savings,Mass Market,24145.59,1,0.3,Android 11,0,1.8,2.4,VERIFIED,0.96,0.89,0.93,0.88,1,2.0,1792399.54,35759.92,12.46,1.0633,653.0,0.0,0.4514096640188964,-24475.224166666667,1.063251409866793,1.25,0.917
99,23567.902189898992,5395.81,116180.5,295754.89,130184.21373737374,1721.92,1311766.65,66189920858.76355,12,0.3175832270294986,31895.441666666666,8099.77,2220078323.1071424,0.4141953300770271,162539.75139999998,-130644.30973333334,8.25,0.2894155669649198,0.3460816312989305,382745.3,1950477.0168,514396.1368,864040.87,572040.01,51598.28679999998,429619.65,205461.99,0.2932821074398009,0.0264541885680116,0.0501725368497559,0.0170103004107338,0.5368112684858573,0.0,0.0,0.2112361778432825,0.0762414469481791,0.2202638873975785,5.096018205318263,-4.096018205318263,0.2637283763763239,0.442989516183875,0.2932821074398009,0.0105938392618951,0.8009376944166641,Male,52,High School,Self-Employed Professional,6631397.99,552616.5,Savings,HNI,1600386.65,0,2.6,Android 14,0,3.8,6.9,VERIFIED,0.95,0.99,0.85,0.77,1,1.0,1318180.5,29509.05,12.28,0.0534,830.0,1.0,0.3869498505657885,360567.6986,0.0533987855954355,0.1851851851851851,0.906
90,3638.801555555556,1077.035,70011.92,16367.4,11344.184222222222,631.53,71878.03,194307823.2049909,12,0.2804598984680062,13055.273333333333,3558.1850000000004,553444271.6307153,0.3669541114901291,14235.738333333333,-1180.4649999999997,7.5,0.1194856265976321,0.4752888213247564,156663.28,170828.86,49945.86,102490.07,18392.93,0.0,35174.49,27670.73,0.1076687510529544,0.0,0.1843843598792382,0.0864688203152558,0.176625498968233,0.0,0.0,0.1127832264407782,0.1408107505956546,0.2059048453522431,1.0904205503676418,-0.0904205503676419,0.292373665667499,0.5999575832795465,0.1076687510529544,0.0443622933501985,0.7968806363671026,Female,51,Bachelor's,Salaried - Private,582202.62,48516.89,Salary,Mass Market,14797.11,1,1.9,Android 13,0,6.3,5.6,VERIFIED,0.93,0.97,0.85,0.87,1,2.0,2159707.95,24563.5,11.175,0.5063,607.0,0.0,0.41028799542398,9717.651666666665,0.5062876041724851,0.25,0.914
93,5346.30870967742,928.94,111583.44,28740.42,14896.28806451613,147.55,112391.35,486130395.6931723,12,0.2568734174101378,21711.188333333335,2042.63,1459630825.0443425,0.3724805263862942,19722.704166666663,1988.4841666666691,7.75,0.0429135757053389,0.4541576475700182,260534.26,236672.45,69672.2,156622.93,10377.320000000002,0.0,13497.39,25824.28,0.0438467595193272,0.0,0.3357413167438796,0.2373525520186231,0.0991204765162171,0.0,0.0,0.184926635947699,0.0319888943558914,0.0570298317358019,0.908412006927611,0.0915879930723891,0.2943823837544251,0.6617708567262476,0.0438467595193272,0.0074812256348383,0.7552862902893579,Female,61,Bachelor's,Salaried - Govt,464286.36,38690.53,Savings,Mass Market,6678.91,0,3.6,Android 11,0,4.9,6.7,VERIFIED,0.93,0.89,0.94,0.88,1,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.4051513748597838,18967.825833333332,0.0,0.1351351351351351,0.91
97,7281.260296907217,1627.86,121042.63,36380.71,26775.886391752578,155.7,136251.31,1368583474.4592855,12,0.2694468781023282,31959.77416666667,2872.015,2756276402.608608,0.3886945520625217,26897.0799,5062.694266666669,8.083333333333334,0.0891731821643399,0.564395907507484,383517.29,322764.9588,123985.5388,140087.15,58692.27,18733.2688,83082.99,52194.81,0.1818421374433289,0.0580399708495245,0.0886933021057551,0.0686855229961227,0.1360950636671426,0.0,0.0,0.1336286942682825,0.0499886668614412,0.2574101919517294,0.8415916758277051,0.1584083241722948,0.3841356857973765,0.4340221767592944,0.1818421374433289,0.0057887324787253,0.9954941759961302,Female,61,Bachelor's,Salaried - Private,401583.44,33465.29,Savings,Mass Market,49846.83,0,1.1,Android 13,0,1.4,3.1,VERIFIED,0.86,0.91,0.91,0.89,1,1.0,394454.05,8734.6,11.8,0.261,624.0,1.0,0.4589750942405066,-2166.389900000002,0.2610047604547876,0.4166666666666666,0.8910000000000001
95,8384.728631578948,2177.47,145090.75,38441.28,30278.03,953.01,153927.34,1669113095.862837,12,0.267592665388468,36101.65666666667,4847.06,3496839830.783424,0.3893761434448302,30277.445000000003,5824.211666666665,7.916666666666667,0.0844871418141032,0.5083573581049418,433219.88,363329.34,139157.83000000002,195377.18,28794.33,0.0,113305.95,36561.23,0.0792513205787344,0.0,0.2295962665718105,0.0711527453301734,0.0843941649215174,0.0,0.0,0.1067216316744472,0.1007950252517454,0.3118546660723849,0.8386719002830618,0.1613280997169381,0.3830074114025584,0.5377412680187071,0.0792513205787344,0.0314759055792191,1.0000193213132746,Male,29,Master's,Self-Employed Business,276597.38,23049.78,Savings,Mass Market,32025.19,0,4.2,Android 13,0,3.6,6.9,VERIFIED,0.9,0.91,0.84,0.82,1,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.4369686293088748,-7227.6650000000045,0.0,0.1162790697674418,0.8750000000000001
90,6595.136222222222,1886.82,110804.27,74132.62,20399.685444444443,26.74,147953.24,910393632.4973308,12,0.299507840209789,15883.0825,3175.6899999999996,1052356351.6982932,0.3383691436734196,33580.43916666666,-17697.356666666663,7.5,0.265442009551654,0.3900797737651698,190596.99,402965.27,59371.27,222521.94,121072.06,0.0,30631.83,18881.48,0.3004528405140224,0.0,0.0974264109658879,0.0713198931510896,0.0990649432606464,0.0,0.0,0.2970390227425802,0.1108894322332046,0.0760160546838192,2.114226830129899,-1.1142268301298983,0.1473359478349089,0.5522112116510686,0.3004528405140224,0.000796296911642,0.607487154744957,Male,24,Master's,Salaried - Private,2039739.46,169978.29,Savings,Affluent,220085.4,1,0.9,Android 14,0,3.5,4.7,VERIFIED,0.86,0.95,0.86,0.84,1,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.3590533957101197,136397.85083333333,0.0,0.5,0.883
