Fraud_Record_ID,Customer_ID,Transaction_ID,Fraud_Type,Fraud_Score,Device_Risk,Geo_Risk,Velocity_Risk,AML_Risk,Final_Label
FRD_00008279,CUST_00000942,TXN_0000089189,None,0.102,0.211,0.038,0.081,0.001,0
FRD_00008280,CUST_00000941,TXN_0000089114,None,0.047,0.067,0.051,0.044,0.012,0
FRD_00008281,CUST_00000005,TXN_0000000445,None,0.111,0.187,0.193,0.027,0.002,0
FRD_00008282,CUST_00000430,TXN_0000040745,None,0.147,0.19,0.079,0.239,0.025,0
FRD_00008283,CUST_00000696,TXN_0000065955,None,0.151,0.24,0.01,0.236,0.032,0
FRD_00008284,CUST_00000243,TXN_0000022957,None,0.111,0.172,0.148,0.069,0.019,0
FRD_00008285,CUST_00000602,TXN_0000057041,None,0.2,0.083,0.152,0.563,0.0,0
FRD_00008286,CUST_00000792,TXN_0000074999,UPI Phishing / Collect Request Fraud,0.401,0.862,0.089,0.257,0.084,1
FRD_00008287,CUST_00000320,TXN_0000030259,None,0.107,0.138,0.001,0.231,0.003,0
FRD_00008288,CUST_00000078,TXN_0000007327,None,0.044,0.083,0.003,0.058,0.001,0
FRD_00008289,CUST_00000899,TXN_0000085123,None,0.244,0.264,0.049,0.566,0.002,0
FRD_00008290,CUST_00000309,TXN_0000029268,None,0.147,0.221,0.09,0.181,0.032,0
FRD_00008291,CUST_00000749,TXN_0000070940,UPI Phishing / Collect Request Fraud,0.357,0.931,0.135,0.016,0.0,1
FRD_00008292,CUST_00000451,TXN_0000042700,None,0.146,0.222,0.022,0.058,0.245,0
FRD_00008293,CUST_00000201,TXN_0000019003,None,0.173,0.191,0.331,0.134,0.034,0
FRD_00008294,CUST_00000109,TXN_0000010309,None,0.307,0.287,0.464,0.434,0.024,0
FRD_00008295,CUST_00000535,TXN_0000050662,None,0.084,0.231,0.009,0.006,0.0,0
FRD_00008296,CUST_00000784,TXN_0000074300,None,0.182,0.149,0.137,0.26,0.189,0
FRD_00008297,CUST_00000613,TXN_0000058111,None,0.17,0.253,0.006,0.306,0.018,0
FRD_00008298,CUST_00000329,TXN_0000031188,None,0.154,0.091,0.008,0.484,0.0,0
FRD_00008299,CUST_00000496,TXN_0000047022,None,0.145,0.27,0.223,0.018,0.008,0
FRD_00008300,CUST_00000084,TXN_0000007927,None,0.097,0.049,0.248,0.121,0.001,0
FRD_00008301,CUST_00000616,TXN_0000058323,None,0.161,0.318,0.006,0.195,0.0,0
FRD_00008302,CUST_00000939,TXN_0000088978,None,0.196,0.208,0.165,0.353,0.01,0
FRD_00008303,CUST_00000188,TXN_0000017806,None,0.165,0.226,0.055,0.269,0.038,0
FRD_00008304,CUST_00000517,TXN_0000048998,None,0.153,0.168,0.14,0.265,0.001,0
FRD_00008305,CUST_00000320,TXN_0000030348,None,0.162,0.279,0.013,0.224,0.031,0
FRD_00008306,CUST_00000837,TXN_0000079283,None,0.061,0.087,0.001,0.119,0.001,0
FRD_00008307,CUST_00000377,TXN_0000035673,None,0.146,0.219,0.159,0.129,0.029,0
FRD_00008308,CUST_00000780,TXN_0000073875,None,0.149,0.227,0.062,0.212,0.023,0
FRD_00008309,CUST_00000803,TXN_0000076106,None,0.048,0.124,0.011,0.003,0.008,0
FRD_00008310,CUST_00000576,TXN_0000054572,None,0.137,0.333,0.056,0.038,0.0,0
FRD_00008311,CUST_00000059,TXN_0000005602,None,0.163,0.145,0.032,0.413,0.013,0
FRD_00008312,CUST_00000510,TXN_0000048279,None,0.144,0.302,0.1,0.069,0.005,0
FRD_00008313,CUST_00000641,TXN_0000060737,None,0.06,0.124,0.0,0.066,0.003,0
FRD_00008314,CUST_00000804,TXN_0000076149,None,0.217,0.223,0.106,0.47,0.0,0
FRD_00008315,CUST_00000793,TXN_0000075141,UPI Phishing / Collect Request Fraud,0.405,0.909,0.041,0.31,0.007,1
FRD_00008316,CUST_00000715,TXN_0000067768,None,0.165,0.281,0.069,0.209,0.003,0
FRD_00008317,CUST_00000160,TXN_0000015132,None,0.182,0.311,0.164,0.159,0.001,0
FRD_00008318,CUST_00000090,TXN_0000008526,None,0.082,0.106,0.004,0.161,0.018,0
FRD_00008319,CUST_00000981,TXN_0000092938,None,0.07,0.056,0.036,0.17,0.003,0
FRD_00008320,CUST_00000094,TXN_0000008850,None,0.122,0.27,0.061,0.058,0.002,0
FRD_00008321,CUST_00000663,TXN_0000062794,None,0.142,0.148,0.001,0.268,0.116,0
FRD_00008322,CUST_00000263,TXN_0000024904,None,0.165,0.312,0.091,0.07,0.103,0
FRD_00008323,CUST_00000020,TXN_0000001859,None,0.093,0.163,0.001,0.145,0.0,0
FRD_00008324,CUST_00000267,TXN_0000025229,None,0.162,0.286,0.092,0.175,0.0,0
FRD_00008325,CUST_00000419,TXN_0000039699,None,0.098,0.221,0.084,0.015,0.0,0
FRD_00008326,CUST_00000846,TXN_0000080177,None,0.223,0.171,0.062,0.602,0.002,0
FRD_00008327,CUST_00000752,TXN_0000071283,None,0.151,0.214,0.121,0.206,0.004,0
FRD_00008328,CUST_00000428,TXN_0000040570,None,0.134,0.192,0.054,0.222,0.0,0
FRD_00008329,CUST_00000231,TXN_0000021907,None,0.171,0.189,0.011,0.393,0.02,0
FRD_00008330,CUST_00000952,TXN_0000090134,None,0.241,0.304,0.107,0.451,0.001,0
FRD_00008331,CUST_00000692,TXN_0000065514,None,0.271,0.207,0.012,0.785,0.0,0
FRD_00008332,CUST_00000976,TXN_0000092412,None,0.186,0.268,0.029,0.329,0.023,0
FRD_00008333,CUST_00000042,TXN_0000003930,None,0.2,0.313,0.139,0.232,0.025,0
FRD_00008334,CUST_00000781,TXN_0000073977,None,0.198,0.122,0.073,0.56,0.005,0
FRD_00008335,CUST_00000999,TXN_0000094630,None,0.111,0.182,0.055,0.145,0.001,0
FRD_00008336,CUST_00000708,TXN_0000067065,None,0.155,0.256,0.301,0.016,0.005,0
FRD_00008337,CUST_00000633,TXN_0000059990,None,0.135,0.29,0.087,0.064,0.0,0
FRD_00008338,CUST_00000166,TXN_0000015716,None,0.074,0.076,0.022,0.156,0.022,0
FRD_00008339,CUST_00000408,TXN_0000038610,None,0.142,0.157,0.122,0.196,0.07,0
FRD_00008340,CUST_00000258,TXN_0000024381,None,0.098,0.203,0.011,0.1,0.001,0
FRD_00008341,CUST_00000660,TXN_0000062546,None,0.199,0.231,0.008,0.391,0.094,0
FRD_00008342,CUST_00000361,TXN_0000034181,None,0.099,0.067,0.004,0.237,0.08,0
FRD_00008343,CUST_00000518,TXN_0000049042,None,0.172,0.203,0.0,0.386,0.02,0
FRD_00008344,CUST_00000595,TXN_0000056329,None,0.116,0.135,0.098,0.062,0.168,0
FRD_00008345,CUST_00000576,TXN_0000054538,None,0.144,0.269,0.035,0.169,0.001,0
FRD_00008346,CUST_00000959,TXN_0000090836,None,0.144,0.229,0.125,0.088,0.082,0
FRD_00008347,CUST_00000694,TXN_0000065742,None,0.104,0.098,0.158,0.043,0.138,0
FRD_00008348,CUST_00000426,TXN_0000040370,None,0.181,0.244,0.157,0.165,0.116,0
FRD_00008349,CUST_00000391,TXN_0000037061,None,0.144,0.241,0.04,0.188,0.025,0
FRD_00008350,CUST_00000068,TXN_0000006437,None,0.127,0.148,0.012,0.276,0.019,0
FRD_00008351,CUST_00000911,TXN_0000086244,None,0.177,0.259,0.263,0.121,0.019,0
FRD_00008352,CUST_00000928,TXN_0000087889,None,0.169,0.353,0.041,0.072,0.098,0
FRD_00008353,CUST_00000223,TXN_0000021070,None,0.071,0.162,0.004,0.012,0.052,0
FRD_00008354,CUST_00000596,TXN_0000056462,None,0.1,0.177,0.049,0.112,0.001,0
FRD_00008355,CUST_00000944,TXN_0000089413,None,0.152,0.273,0.0,0.056,0.21,0
FRD_00008356,CUST_00000025,TXN_0000002319,None,0.203,0.253,0.03,0.379,0.07,0
FRD_00008357,CUST_00000169,TXN_0000015986,None,0.098,0.204,0.003,0.104,0.0,0
FRD_00008358,CUST_00000293,TXN_0000027722,None,0.096,0.148,0.012,0.165,0.002,0
FRD_00008359,CUST_00000802,TXN_0000076030,None,0.141,0.271,0.023,0.165,0.0,0
FRD_00008360,CUST_00000212,TXN_0000020073,None,0.169,0.17,0.235,0.214,0.046,0
FRD_00008361,CUST_00000964,TXN_0000091309,None,0.158,0.252,0.08,0.217,0.0,0
FRD_00008362,CUST_00000101,TXN_0000009563,None,0.145,0.282,0.113,0.088,0.01,0
FRD_00008363,CUST_00000632,TXN_0000059908,None,0.144,0.231,0.025,0.232,0.001,0
FRD_00008364,CUST_00000521,TXN_0000049368,Identity Theft / Synthetic ID,0.425,0.869,0.081,0.418,0.0,1
FRD_00008365,CUST_00000780,TXN_0000073932,None,0.109,0.107,0.043,0.192,0.076,0
FRD_00008366,CUST_00000657,TXN_0000062203,None,0.1,0.222,0.047,0.051,0.0,0
FRD_00008367,CUST_00000683,TXN_0000064684,None,0.149,0.174,0.044,0.311,0.006,0
FRD_00008368,CUST_00000092,TXN_0000008691,None,0.174,0.188,0.359,0.081,0.081,0
FRD_00008369,CUST_00000108,TXN_0000010214,None,0.19,0.225,0.077,0.382,0.004,0
FRD_00008370,CUST_00000258,TXN_0000024411,None,0.142,0.293,0.0,0.157,0.003,0
FRD_00008371,CUST_00000615,TXN_0000058260,None,0.185,0.181,0.03,0.365,0.121,0
FRD_00008372,CUST_00000646,TXN_0000061166,None,0.123,0.092,0.022,0.346,0.001,0
FRD_00008373,CUST_00000455,TXN_0000043120,None,0.181,0.29,0.034,0.283,0.012,0
FRD_00008374,CUST_00000516,TXN_0000048881,None,0.285,0.313,0.079,0.636,0.002,0
FRD_00008375,CUST_00000241,TXN_0000022765,None,0.116,0.207,0.074,0.089,0.033,0
FRD_00008376,CUST_00000180,TXN_0000017083,None,0.234,0.241,0.021,0.385,0.248,0
FRD_00008377,CUST_00000801,TXN_0000075896,None,0.105,0.131,0.018,0.21,0.016,0
FRD_00008378,CUST_00000836,TXN_0000079239,None,0.187,0.297,0.199,0.172,0.001,0
FRD_00008379,CUST_00000754,TXN_0000071409,None,0.207,0.199,0.274,0.308,0.03,0
FRD_00008380,CUST_00000252,TXN_0000023874,None,0.085,0.212,0.004,0.042,0.0,0
FRD_00008381,CUST_00000891,TXN_0000084424,None,0.103,0.188,0.004,0.144,0.0,0
FRD_00008382,CUST_00000939,TXN_0000088933,None,0.107,0.26,0.072,0.007,0.0,0
FRD_00008383,CUST_00000472,TXN_0000044743,None,0.194,0.214,0.002,0.459,0.022,0
FRD_00008384,CUST_00000247,TXN_0000023354,None,0.044,0.05,0.086,0.036,0.0,0
FRD_00008385,CUST_00000911,TXN_0000086313,None,0.143,0.141,0.218,0.188,0.017,0
FRD_00008386,CUST_00000394,TXN_0000037256,Account Takeover (ATO),0.378,0.945,0.182,0.043,0.001,1
FRD_00008387,CUST_00000228,TXN_0000021600,None,0.148,0.137,0.079,0.335,0.002,0
FRD_00008388,CUST_00000763,TXN_0000072289,None,0.28,0.227,0.415,0.465,0.004,0
FRD_00008389,CUST_00000616,TXN_0000058360,None,0.077,0.147,0.022,0.084,0.0,0
FRD_00008390,CUST_00000075,TXN_0000007065,None,0.072,0.019,0.004,0.259,0.001,0
FRD_00008391,CUST_00000414,TXN_0000039201,None,0.137,0.314,0.06,0.04,0.025,0
FRD_00008392,CUST_00000958,TXN_0000090716,None,0.219,0.218,0.019,0.554,0.004,0
FRD_00008393,CUST_00000292,TXN_0000027643,None,0.119,0.248,0.147,0.01,0.002,0
FRD_00008394,CUST_00000304,TXN_0000028793,None,0.108,0.089,0.064,0.216,0.049,0
FRD_00008395,CUST_00000531,TXN_0000050287,None,0.182,0.169,0.016,0.434,0.058,0
FRD_00008396,CUST_00000289,TXN_0000027391,None,0.094,0.211,0.006,0.074,0.003,0
FRD_00008397,CUST_00000596,TXN_0000056425,None,0.119,0.136,0.245,0.075,0.018,0
FRD_00008398,CUST_00000686,TXN_0000064979,None,0.203,0.149,0.321,0.343,0.005,0
FRD_00008399,CUST_00000473,TXN_0000044793,None,0.168,0.281,0.01,0.219,0.066,0
FRD_00008400,CUST_00000495,TXN_0000046834,None,0.142,0.159,0.007,0.341,0.0,0
FRD_00008401,CUST_00000157,TXN_0000014895,None,0.186,0.131,0.054,0.516,0.004,0
FRD_00008402,CUST_00000969,TXN_0000091796,None,0.209,0.315,0.001,0.265,0.163,0
FRD_00008403,CUST_00000672,TXN_0000063631,None,0.201,0.134,0.152,0.493,0.0,0
FRD_00008404,CUST_00000965,TXN_0000091365,None,0.213,0.277,0.374,0.115,0.061,0
FRD_00008405,CUST_00000673,TXN_0000063793,None,0.19,0.278,0.001,0.273,0.119,0
FRD_00008406,CUST_00000147,TXN_0000013932,None,0.211,0.214,0.004,0.522,0.025,0
FRD_00008407,CUST_00000624,TXN_0000059141,None,0.107,0.053,0.084,0.246,0.051,0
FRD_00008408,CUST_00000108,TXN_0000010239,None,0.222,0.205,0.018,0.548,0.048,0
FRD_00008409,CUST_00000363,TXN_0000034335,None,0.116,0.3,0.028,0.006,0.02,0
FRD_00008410,CUST_00000143,TXN_0000013530,None,0.218,0.264,0.008,0.378,0.148,0
FRD_00008411,CUST_00000890,TXN_0000084327,None,0.15,0.284,0.001,0.201,0.003,0
FRD_00008412,CUST_00000743,TXN_0000070432,None,0.196,0.304,0.293,0.036,0.112,0
FRD_00008413,CUST_00000403,TXN_0000038168,None,0.206,0.186,0.322,0.294,0.013,0
FRD_00008414,CUST_00000659,TXN_0000062417,None,0.176,0.26,0.402,0.006,0.014,0
FRD_00008415,CUST_00000931,TXN_0000088141,None,0.148,0.158,0.217,0.165,0.042,0
FRD_00008416,CUST_00000967,TXN_0000091621,None,0.099,0.068,0.127,0.195,0.003,0
FRD_00008417,CUST_00000544,TXN_0000051479,UPI Phishing / Collect Request Fraud,0.421,0.995,0.029,0.267,0.001,1
FRD_00008418,CUST_00000903,TXN_0000085551,None,0.142,0.127,0.048,0.352,0.002,0
FRD_00008419,CUST_00000036,TXN_0000003343,None,0.124,0.217,0.041,0.083,0.096,0
FRD_00008420,CUST_00000709,TXN_0000067139,None,0.12,0.143,0.043,0.214,0.041,0
FRD_00008421,CUST_00000431,TXN_0000040854,None,0.175,0.33,0.096,0.16,0.0,0
FRD_00008422,CUST_00000389,TXN_0000036797,None,0.177,0.194,0.161,0.304,0.003,0
FRD_00008423,CUST_00000264,TXN_0000024958,None,0.115,0.194,0.002,0.183,0.004,0
FRD_00008424,CUST_00000247,TXN_0000023344,None,0.207,0.292,0.011,0.41,0.0,0
FRD_00008425,CUST_00000511,TXN_0000048434,None,0.169,0.24,0.0,0.313,0.035,0
FRD_00008426,CUST_00000033,TXN_0000003072,None,0.199,0.265,0.013,0.414,0.0,0
FRD_00008427,CUST_00000704,TXN_0000066720,None,0.12,0.148,0.009,0.251,0.019,0
FRD_00008428,CUST_00000997,TXN_0000094403,None,0.077,0.041,0.286,0.022,0.002,0
FRD_00008429,CUST_00000044,TXN_0000004155,None,0.148,0.28,0.013,0.072,0.145,0
FRD_00008430,CUST_00000727,TXN_0000068819,None,0.2,0.196,0.067,0.47,0.003,0
FRD_00008431,CUST_00000957,TXN_0000090684,None,0.177,0.227,0.04,0.341,0.021,0
FRD_00008432,CUST_00000799,TXN_0000075740,None,0.092,0.162,0.0,0.047,0.118,0
FRD_00008433,CUST_00000554,TXN_0000052468,None,0.168,0.309,0.08,0.171,0.007,0
FRD_00008434,CUST_00000076,TXN_0000007181,None,0.122,0.168,0.082,0.174,0.015,0
FRD_00008435,CUST_00000204,TXN_0000019313,Account Takeover (ATO),0.42,0.99,0.017,0.281,0.0,1
FRD_00008436,CUST_00000912,TXN_0000086423,None,0.237,0.156,0.013,0.698,0.026,0
FRD_00008437,CUST_00000606,TXN_0000057409,None,0.115,0.301,0.006,0.033,0.001,0
FRD_00008438,CUST_00000271,TXN_0000025648,None,0.135,0.3,0.025,0.1,0.0,0
FRD_00008439,CUST_00000657,TXN_0000062231,None,0.159,0.119,0.002,0.453,0.019,0
FRD_00008440,CUST_00000857,TXN_0000081177,None,0.175,0.345,0.194,0.062,0.001,0
FRD_00008441,CUST_00000335,TXN_0000031730,None,0.079,0.099,0.025,0.156,0.0,0
FRD_00008442,CUST_00000175,TXN_0000016580,Identity Theft / Synthetic ID,0.321,0.897,0.0,0.028,0.002,1
FRD_00008443,CUST_00000825,TXN_0000078126,None,0.185,0.25,0.014,0.38,0.0,0
FRD_00008444,CUST_00000848,TXN_0000080352,None,0.121,0.153,0.243,0.058,0.021,0
FRD_00008445,CUST_00000105,TXN_0000009905,None,0.225,0.208,0.175,0.441,0.035,0
FRD_00008446,CUST_00000527,TXN_0000049943,None,0.173,0.276,0.187,0.058,0.122,0
FRD_00008447,CUST_00000308,TXN_0000029200,None,0.208,0.34,0.029,0.333,0.0,0
FRD_00008448,CUST_00000816,TXN_0000077270,None,0.061,0.13,0.03,0.028,0.014,0
FRD_00008449,CUST_00000276,TXN_0000026121,None,0.14,0.294,0.095,0.036,0.045,0
FRD_00008450,CUST_00000785,TXN_0000074342,None,0.239,0.142,0.007,0.731,0.026,0
FRD_00008451,CUST_00000556,TXN_0000052631,None,0.191,0.17,0.243,0.287,0.054,0
FRD_00008452,CUST_00000085,TXN_0000007992,None,0.084,0.082,0.002,0.105,0.145,0
FRD_00008453,CUST_00000973,TXN_0000092116,None,0.049,0.045,0.013,0.12,0.002,0
FRD_00008454,CUST_00000551,TXN_0000052188,None,0.229,0.099,0.522,0.295,0.082,0
FRD_00008455,CUST_00000033,TXN_0000003032,None,0.156,0.315,0.156,0.057,0.0,0
FRD_00008456,CUST_00000011,TXN_0000000958,None,0.094,0.189,0.039,0.081,0.0,0
FRD_00008457,CUST_00000422,TXN_0000039978,None,0.235,0.338,0.014,0.41,0.059,0
FRD_00008458,CUST_00000439,TXN_0000041541,None,0.148,0.094,0.134,0.298,0.069,0
FRD_00008459,CUST_00000006,TXN_0000000520,None,0.172,0.209,0.026,0.374,0.0,0
FRD_00008460,CUST_00000402,TXN_0000038071,None,0.173,0.166,0.034,0.396,0.046,0
FRD_00008461,CUST_00000561,TXN_0000053116,None,0.102,0.256,0.03,0.021,0.006,0
FRD_00008462,CUST_00000091,TXN_0000008590,None,0.153,0.12,0.246,0.235,0.015,0
FRD_00008463,CUST_00000146,TXN_0000013829,None,0.148,0.245,0.081,0.184,0.001,0
FRD_00008464,CUST_00000780,TXN_0000073894,None,0.057,0.067,0.132,0.028,0.0,0
FRD_00008465,CUST_00000431,TXN_0000040826,None,0.147,0.146,0.126,0.265,0.021,0
FRD_00008466,CUST_00000866,TXN_0000081997,None,0.135,0.227,0.225,0.026,0.022,0
FRD_00008467,CUST_00000361,TXN_0000034146,None,0.038,0.065,0.011,0.052,0.002,0
FRD_00008468,CUST_00000182,TXN_0000017247,None,0.077,0.072,0.149,0.083,0.004,0
FRD_00008469,CUST_00000742,TXN_0000070354,None,0.207,0.253,0.0,0.454,0.026,0
FRD_00008470,CUST_00000758,TXN_0000071786,None,0.294,0.166,0.218,0.767,0.001,0
FRD_00008471,CUST_00000631,TXN_0000059770,None,0.109,0.174,0.043,0.145,0.018,0
FRD_00008472,CUST_00000993,TXN_0000094013,None,0.176,0.21,0.29,0.178,0.0,0
FRD_00008473,CUST_00000316,TXN_0000029945,None,0.115,0.178,0.135,0.091,0.013,0
FRD_00008474,CUST_00000050,TXN_0000004658,None,0.081,0.111,0.034,0.021,0.153,0
FRD_00008475,CUST_00000039,TXN_0000003639,None,0.14,0.353,0.016,0.047,0.01,0
FRD_00008476,CUST_00000414,TXN_0000039198,None,0.188,0.303,0.07,0.271,0.001,0
FRD_00008477,CUST_00000488,TXN_0000046238,None,0.168,0.158,0.182,0.3,0.006,0
FRD_00008478,CUST_00000344,TXN_0000032538,None,0.139,0.141,0.134,0.159,0.116,0
FRD_00008479,CUST_00000736,TXN_0000069709,None,0.214,0.238,0.003,0.507,0.019,0
FRD_00008480,CUST_00000258,TXN_0000024430,None,0.04,0.055,0.001,0.056,0.032,0
FRD_00008481,CUST_00000549,TXN_0000051965,None,0.064,0.078,0.027,0.106,0.023,0
FRD_00008482,CUST_00000859,TXN_0000081341,None,0.111,0.193,0.111,0.085,0.0,0
FRD_00008483,CUST_00000414,TXN_0000039157,None,0.173,0.283,0.11,0.177,0.038,0
FRD_00008484,CUST_00000248,TXN_0000023421,None,0.146,0.313,0.005,0.123,0.024,0
FRD_00008485,CUST_00000198,TXN_0000018798,None,0.14,0.222,0.066,0.058,0.172,0
FRD_00008486,CUST_00000009,TXN_0000000804,None,0.187,0.287,0.236,0.159,0.0,0
FRD_00008487,CUST_00000537,TXN_0000050884,None,0.135,0.324,0.063,0.032,0.003,0
FRD_00008488,CUST_00000163,TXN_0000015404,None,0.122,0.06,0.181,0.232,0.036,0
FRD_00008489,CUST_00000811,TXN_0000076847,None,0.129,0.182,0.03,0.141,0.118,0
FRD_00008490,CUST_00000870,TXN_0000082368,None,0.081,0.084,0.015,0.193,0.002,0
FRD_00008491,CUST_00000264,TXN_0000024948,None,0.158,0.276,0.058,0.063,0.168,0
FRD_00008492,CUST_00000068,TXN_0000006405,None,0.233,0.054,0.289,0.517,0.137,0
FRD_00008493,CUST_00000078,TXN_0000007356,None,0.179,0.286,0.293,0.073,0.011,0
FRD_00008494,CUST_00000211,TXN_0000019979,None,0.131,0.205,0.003,0.208,0.031,0
FRD_00008495,CUST_00000154,TXN_0000014557,None,0.205,0.169,0.115,0.414,0.095,0
FRD_00008496,CUST_00000056,TXN_0000005309,None,0.274,0.261,0.018,0.449,0.335,0
FRD_00008497,CUST_00000752,TXN_0000071284,None,0.121,0.214,0.218,0.011,0.0,0
FRD_00008498,CUST_00000075,TXN_0000007069,None,0.203,0.189,0.23,0.317,0.057,0
FRD_00008499,CUST_00000830,TXN_0000078601,None,0.076,0.154,0.025,0.056,0.013,0
FRD_00008500,CUST_00000414,TXN_0000039189,None,0.133,0.169,0.0,0.245,0.063,0
FRD_00008501,CUST_00000708,TXN_0000067061,None,0.045,0.058,0.022,0.073,0.009,0
FRD_00008502,CUST_00000649,TXN_0000061500,None,0.032,0.023,0.082,0.025,0.008,0
FRD_00008503,CUST_00000393,TXN_0000037223,None,0.08,0.1,0.047,0.14,0.001,0
FRD_00008504,CUST_00000933,TXN_0000088327,None,0.095,0.2,0.08,0.001,0.042,0
FRD_00008505,CUST_00000805,TXN_0000076286,None,0.236,0.261,0.187,0.28,0.187,0
FRD_00008506,CUST_00000399,TXN_0000037819,None,0.164,0.249,0.014,0.298,0.0,0
FRD_00008507,CUST_00000560,TXN_0000053059,None,0.192,0.139,0.187,0.422,0.0,0
FRD_00008508,CUST_00000876,TXN_0000082923,None,0.322,0.376,0.011,0.753,0.002,0
FRD_00008509,CUST_00000793,TXN_0000075144,Identity Theft / Synthetic ID,0.366,0.861,0.078,0.195,0.0,1
FRD_00008510,CUST_00000926,TXN_0000087675,None,0.136,0.381,0.008,0.002,0.001,0
FRD_00008511,CUST_00000925,TXN_0000087614,None,0.225,0.247,0.001,0.545,0.008,0
FRD_00008512,CUST_00000959,TXN_0000090797,None,0.1,0.148,0.022,0.042,0.168,0
FRD_00008513,CUST_00000432,TXN_0000040923,None,0.144,0.286,0.19,0.02,0.002,0
FRD_00008514,CUST_00000286,TXN_0000027071,None,0.231,0.184,0.148,0.547,0.0,0
FRD_00008515,CUST_00000824,TXN_0000078057,None,0.148,0.238,0.087,0.185,0.004,0
FRD_00008516,CUST_00000341,TXN_0000032319,None,0.105,0.216,0.003,0.116,0.0,0
FRD_00008517,CUST_00000534,TXN_0000050617,None,0.148,0.199,0.142,0.115,0.104,0
FRD_00008518,CUST_00000400,TXN_0000037899,None,0.192,0.152,0.002,0.256,0.37,0
FRD_00008519,CUST_00000280,TXN_0000026450,None,0.128,0.286,0.0,0.099,0.018,0
FRD_00008520,CUST_00000566,TXN_0000053542,Account Takeover (ATO),0.48,0.922,0.003,0.621,0.008,1
FRD_00008521,CUST_00000699,TXN_0000066264,None,0.225,0.341,0.119,0.323,0.008,0
FRD_00008522,CUST_00000918,TXN_0000086985,None,0.185,0.228,0.089,0.309,0.053,0
FRD_00008523,CUST_00000235,TXN_0000022276,None,0.09,0.156,0.044,0.03,0.097,0
FRD_00008524,CUST_00000709,TXN_0000067175,None,0.133,0.308,0.0,0.082,0.024,0
FRD_00008525,CUST_00000968,TXN_0000091664,None,0.134,0.189,0.045,0.235,0.003,0
FRD_00008526,CUST_00000394,TXN_0000037304,UPI Phishing / Collect Request Fraud,0.383,0.939,0.056,0.126,0.06,1
FRD_00008527,CUST_00000076,TXN_0000007143,None,0.074,0.142,0.004,0.078,0.022,0
FRD_00008528,CUST_00000126,TXN_0000011944,None,0.126,0.266,0.008,0.119,0.008,0
FRD_00008529,CUST_00000519,TXN_0000049161,None,0.087,0.175,0.007,0.097,0.002,0
FRD_00008530,CUST_00000399,TXN_0000037802,None,0.118,0.224,0.054,0.09,0.03,0
FRD_00008531,CUST_00000907,TXN_0000085905,None,0.213,0.145,0.09,0.352,0.281,0
FRD_00008532,CUST_00000315,TXN_0000029817,None,0.203,0.308,0.008,0.331,0.053,0
FRD_00008533,CUST_00000071,TXN_0000006729,None,0.075,0.161,0.001,0.066,0.009,0
FRD_00008534,CUST_00000784,TXN_0000074282,None,0.158,0.249,0.102,0.148,0.069,0
FRD_00008535,CUST_00000410,TXN_0000038826,None,0.158,0.174,0.07,0.32,0.014,0
FRD_00008536,CUST_00000846,TXN_0000080156,None,0.181,0.25,0.127,0.252,0.027,0
FRD_00008537,CUST_00000570,TXN_0000053947,None,0.371,0.245,0.101,0.854,0.26,0
FRD_00008538,CUST_00000774,TXN_0000073329,None,0.088,0.211,0.0,0.036,0.028,0
FRD_00008539,CUST_00000452,TXN_0000042814,None,0.081,0.112,0.192,0.0,0.016,0
FRD_00008540,CUST_00000819,TXN_0000077586,None,0.259,0.256,0.196,0.521,0.002,0
FRD_00008541,CUST_00000898,TXN_0000085058,None,0.126,0.26,0.001,0.139,0.001,0
FRD_00008542,CUST_00000496,TXN_0000047013,None,0.157,0.184,0.016,0.316,0.051,0
FRD_00008543,CUST_00000026,TXN_0000002373,None,0.088,0.15,0.059,0.092,0.003,0
FRD_00008544,CUST_00000183,TXN_0000017318,None,0.213,0.239,0.216,0.3,0.057,0
FRD_00008545,CUST_00000898,TXN_0000085063,None,0.183,0.1,0.029,0.145,0.532,0
FRD_00008546,CUST_00000710,TXN_0000067214,None,0.154,0.265,0.015,0.214,0.022,0
FRD_00008547,CUST_00000289,TXN_0000027323,None,0.178,0.148,0.14,0.379,0.019,0
FRD_00008548,CUST_00000495,TXN_0000046857,None,0.098,0.223,0.097,0.004,0.0,0
FRD_00008549,CUST_00000359,TXN_0000034010,None,0.223,0.197,0.251,0.408,0.011,0
FRD_00008550,CUST_00000181,TXN_0000017156,None,0.193,0.349,0.002,0.275,0.01,0
FRD_00008551,CUST_00000224,TXN_0000021185,None,0.148,0.175,0.098,0.262,0.007,0
FRD_00008552,CUST_00000663,TXN_0000062818,None,0.132,0.207,0.03,0.193,0.026,0
FRD_00008553,CUST_00000718,TXN_0000068033,None,0.266,0.248,0.03,0.679,0.015,0
FRD_00008554,CUST_00000063,TXN_0000005924,None,0.146,0.213,0.13,0.173,0.012,0
FRD_00008555,CUST_00000298,TXN_0000028220,None,0.234,0.304,0.027,0.439,0.062,0
FRD_00008556,CUST_00000987,TXN_0000093507,None,0.12,0.252,0.04,0.095,0.0,0
FRD_00008557,CUST_00000829,TXN_0000078524,None,0.112,0.101,0.279,0.056,0.034,0
FRD_00008558,CUST_00000791,TXN_0000074954,None,0.104,0.226,0.016,0.041,0.055,0
FRD_00008559,CUST_00000305,TXN_0000028878,None,0.12,0.267,0.002,0.101,0.005,0
